gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,actual_churn,predicted_churn,churn_probability,error_type,tenure_band,monthly_charges_band,total_charges_band
Male,0,Yes,Yes,49,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),51.8,2541.25,1,0,0.08388092513424976,False Negative,49+ months,Medium ($35-$70),$1500-$3500
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,1,0,0.25327477713412205,False Negative,0-6 months,Low ($0-$35),$0-$500
Male,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.0,354.05,1,0,0.26277409588884104,False Negative,7-12 months,Medium ($35-$70),$0-$500
Female,1,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,46.0,1,0,0.47914239940692777,False Negative,0-6 months,Medium ($35-$70),$0-$500
Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4872.45,1,0,0.45790303262088927,False Negative,49+ months,Very High ($90+),$3500+
Male,0,No,Yes,54,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.0,3092.65,1,0,0.05438259379111897,False Negative,49+ months,Medium ($35-$70),$1500-$3500
Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,1,0,0.1578634947772155,False Negative,49+ months,Very High ($90+),$3500+
Female,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.7,134.35,1,0,0.3346292091001983,False Negative,0-6 months,Medium ($35-$70),$0-$500
Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,544.55,1,0,0.46715906827578185,False Negative,7-12 months,High ($70-$90),$500-$1500
Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.45,6144.55,1,0,0.10735192799001003,False Negative,49+ months,Very High ($90+),$3500+
Male,0,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),48.35,1067.15,1,0,0.10730276127359083,False Negative,13-24 months,Medium ($35-$70),$500-$1500
Male,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.4,5643.4,1,0,0.11931317466656784,False Negative,49+ months,Very High ($90+),$3500+
Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.3,4045.65,1,0,0.3702199785386507,False Negative,25-48 months,High ($70-$90),$3500+
Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.35,44.35,1,0,0.362230875539693,False Negative,0-6 months,Medium ($35-$70),$0-$500
Male,0,No,Yes,9,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,55.35,449.75,1,0,0.3472726573124556,False Negative,7-12 months,Medium ($35-$70),$0-$500
Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,1,0,0.45750848927652327,False Negative,13-24 months,High ($70-$90),$500-$1500
Male,0,No,Yes,8,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.2,1,0,0.3216399503900097,False Negative,7-12 months,Low ($0-$35),$0-$500
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,1,0,0.2822939294300244,False Negative,0-6 months,Low ($0-$35),$0-$500
Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.85,5940.85,1,0,0.2363532939617621,False Negative,49+ months,Very High ($90+),$3500+
Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.1,113.35,1,0,0.31804722648363376,False Negative,0-6 months,Medium ($35-$70),$0-$500
Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,1,0,0.30667974169919476,False Negative,13-24 months,Medium ($35-$70),$500-$1500
Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.75,4458.15,1,0,0.30578499693175665,False Negative,49+ months,High ($70-$90),$3500+
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,1,0,0.2533061775660356,False Negative,0-6 months,Low ($0-$35),$0-$500
Male,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.65,1,0,0.2515510698464158,False Negative,49+ months,Very High ($90+),$3500+
Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.45,5124.6,1,0,0.282975621575398,False Negative,49+ months,Very High ($90+),$3500+
Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.4,44.4,1,0,0.451799514687984,False Negative,0-6 months,Medium ($35-$70),$0-$500
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,1,0,0.19265448207837926,False Negative,0-6 months,Low ($0-$35),$0-$500
Male,1,Yes,No,53,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,60.05,3229.65,1,0,0.05018603114280825,False Negative,49+ months,Medium ($35-$70),$1500-$3500
Female,0,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),65.25,1994.3,1,0,0.08743946376408138,False Negative,25-48 months,Medium ($35-$70),$1500-$3500
Female,1,No,No,20,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.6,1174.35,1,0,0.3509295199435884,False Negative,13-24 months,Medium ($35-$70),$500-$1500
Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.95,1875.55,1,0,0.4413789359069181,False Negative,13-24 months,Very High ($90+),$1500-$3500
Female,0,No,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.25,139.35,1,0,0.30230338315464267,False Negative,0-6 months,Low ($0-$35),$0-$500
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.8,58.15,1,0,0.23294836554630155,False Negative,0-6 months,Low ($0-$35),$0-$500
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,1,0,0.11102550223921225,False Negative,0-6 months,Low ($0-$35),$0-$500
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,1,0,0.4021598130510159,False Negative,0-6 months,Medium ($35-$70),$0-$500
Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,3013.05,1,0,0.2686019573275096,False Negative,25-48 months,High ($70-$90),$1500-$3500
Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,1,0,0.4956395055332865,False Negative,7-12 months,Very High ($90+),$500-$1500
Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.65,151.3,1,0,0.43059555583743,False Negative,0-6 months,Medium ($35-$70),$0-$500
Female,0,Yes,No,42,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,33.55,1445.3,1,0,0.03749302271190571,False Negative,25-48 months,Low ($0-$35),$500-$1500
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,1,0,0.22483201751458864,False Negative,49+ months,Very High ($90+),$3500+
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,1,0,0.2833872031684105,False Negative,0-6 months,Low ($0-$35),$0-$500
Female,0,Yes,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.3,134.5,1,0,0.2378353923463278,False Negative,0-6 months,Medium ($35-$70),$0-$500
Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,1,0,0.3444204449304797,False Negative,49+ months,Very High ($90+),$3500+
Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,6547.7,1,0,0.17993727542013233,False Negative,49+ months,Very High ($90+),$3500+
Male,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.2,30.2,1,0,0.47790173775650563,False Negative,0-6 months,Low ($0-$35),$0-$500
Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.45,4138.05,1,0,0.40140364287932745,False Negative,25-48 months,Very High ($90+),$3500+
